SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
C-111 SOUTH, 10/02/2022, 0500,   0.000, H, NRT
C-12E, 09/28/2022, 0000,   0.003, H, NRT
C-12E, 09/28/2022, 0100,   0.002, H, NRT
C-12E, 09/28/2022, 0200,   0.209, H, NRT
C-12E, 09/28/2022, 0300,   0.100, H, NRT
C-12E, 09/28/2022, 0400,   0.295, H, NRT
C-12E, 09/28/2022, 0500,   0.002, H, NRT
C-12E, 09/28/2022, 0600,   0.091, H, NRT
C-12E, 09/28/2022, 0900,   0.002, H, NRT
C-12E, 09/28/2022, 1300,   0.012, H, NRT
C-12E, 09/28/2022, 1400,   0.001, H, NRT
C-12E, 09/30/2022, 2000,   0.001, H, NRT
C-12E, 09/30/2022, 2100,   0.003, H, NRT
C-12E, 10/01/2022, 2300,   0.162, H, NRT
C-12E, 10/02/2022, 0000,   0.059, H, NRT
C-12E, 10/02/2022, 0100,   0.001, H, NRT
C-12E, 10/02/2022, 0200,   0.020, H, NRT
C-12E, 10/02/2022, 0300,   0.023, H, NRT
C-12E, 10/02/2022, 0400,   0.004, H, NRT
C-12E, 10/02/2022, 0500,   0.019, H, NRT
C-12W, 09/28/2022, 0000,   0.031, H, NRT
C-12W, 09/28/2022, 0200,   0.170, H, NRT
C-12W, 09/28/2022, 0300,   0.213, H, NRT
C-12W, 09/28/2022, 0400,   0.334, H, NRT
C-12W, 09/28/2022, 0600,   0.013, H, NRT
C-12W, 09/28/2022, 1200,   0.000, H, NRT
C-12W, 09/28/2022, 1300,   0.019, H, NRT
C-12W, 09/28/2022, 1500,   0.045, H, NRT
C-12W, 09/28/2022, 1600,   0.000, H, NRT
C-12W, 09/30/2022, 2000,   0.006, H, NRT
C-12W, 09/30/2022, 2100,   0.011, H, NRT
C-12W, 10/01/2022, 2300,   0.029, H, NRT
C-12W, 10/02/2022, 0000,   0.058, H, NRT
C-12W, 10/02/2022, 0100,   0.002, H, NRT
C-12W, 10/02/2022, 0200,   0.012, H, NRT
C-12W, 10/02/2022, 0300,   0.001, H, NRT
C-12W, 10/02/2022, 0500,   0.001, H, NRT
C-13 EAST, 09/28/2022, 0000,   0.023, H, NRT
C-13 EAST, 09/28/2022, 0100,   0.008, H, NRT
C-13 EAST, 09/28/2022, 0200,   0.132, H, NRT
C-13 EAST, 09/28/2022, 0300,   0.136, H, NRT
C-13 EAST, 09/28/2022, 0400,   0.190, H, NRT
C-13 EAST, 09/28/2022, 0500,   0.003, H, NRT
C-13 EAST, 09/28/2022, 0600,   0.094, H, NRT
C-13 EAST, 09/28/2022, 0900,   0.006, H, NRT
C-13 EAST, 09/28/2022, 1000,   0.001, H, NRT
C-13 EAST, 09/28/2022, 1300,   0.010, H, NRT
C-13 EAST, 09/28/2022, 1400,   0.001, H, NRT
C-13 EAST, 09/30/2022, 2000,   0.004, H, NRT
C-13 EAST, 09/30/2022, 2100,   0.007, H, NRT
C-13 EAST, 10/01/2022, 2300,   0.170, H, NRT
C-13 EAST, 10/02/2022, 0000,   0.068, H, NRT
C-13 EAST, 10/02/2022, 0100,   0.003, H, NRT
C-13 EAST, 10/02/2022, 0200,   0.029, H, NRT
C-13 EAST, 10/02/2022, 0300,   0.027, H, NRT
C-13 EAST, 10/02/2022, 0400,   0.017, H, NRT
C-13 EAST, 10/02/2022, 0500,   0.026, H, NRT
C-13 WEST, 09/28/2022, 0000,   0.027, H, NRT
C-13 WEST, 09/28/2022, 0100,   0.003, H, NRT
C-13 WEST, 09/28/2022, 0200,   0.291, H, NRT
C-13 WEST, 09/28/2022, 0300,   0.136, H, NRT
C-13 WEST, 09/28/2022, 0400,   0.133, H, NRT
C-13 WEST, 09/28/2022, 0500,   0.000, H, NRT
C-13 WEST, 09/28/2022, 0600,   0.024, H, NRT
C-13 WEST, 09/28/2022, 0800,   0.006, H, NRT
C-13 WEST, 09/28/2022, 0900,   0.004, H, NRT
C-13 WEST, 09/28/2022, 1100,   0.000, H, NRT
C-13 WEST, 09/28/2022, 1200,   0.027, H, NRT
C-13 WEST, 09/28/2022, 1300,   0.004, H, NRT
C-13 WEST, 09/28/2022, 1500,   0.112, H, NRT
C-13 WEST, 09/28/2022, 1600,   0.006, H, NRT
C-13 WEST, 09/30/2022, 2000,   0.014, H, NRT
C-13 WEST, 09/30/2022, 2100,   0.014, H, NRT
C-13 WEST, 10/01/2022, 2300,   0.010, H, NRT
C-13 WEST, 10/02/2022, 0000,   0.033, H, NRT
C-13 WEST, 10/02/2022, 0100,   0.002, H, NRT
C-13 WEST, 10/02/2022, 0200,   0.001, H, NRT
C-13 WEST, 10/02/2022, 0300,   0.003, H, NRT
C-13 WEST, 10/02/2022, 0400,   0.000, H, NRT
C-13 WEST, 10/02/2022, 0500,   0.002, H, NRT
C-13 WEST, 10/02/2022, 0600,   0.000, H, NRT
C-139, 09/28/2022, 0000,   0.036, H, NRT
C-139, 09/28/2022, 0100,   0.101, H, NRT
C-139, 09/28/2022, 0200,   0.010, H, NRT
C-139, 09/28/2022, 0300,   0.001, H, NRT
C-139, 09/28/2022, 0600,   0.006, H, NRT
C-139, 09/28/2022, 0700,   0.000, H, NRT
C-139, 09/28/2022, 0800,   0.001, H, NRT
C-139, 09/28/2022, 0900,   0.089, H, NRT
C-139, 09/28/2022, 1000,   0.122, H, NRT
C-139, 09/28/2022, 1100,   0.008, H, NRT
C-139, 09/28/2022, 1200,   0.016, H, NRT
C-139, 09/28/2022, 1300,   0.006, H, NRT
C-139, 09/28/2022, 1400,   0.013, H, NRT
C-139, 09/28/2022, 1500,   0.003, H, NRT
C-139, 09/28/2022, 1600,   0.000, H, NRT
C-139, 09/28/2022, 1700,   0.000, H, NRT
C-139, 09/28/2022, 1800,   0.002, H, NRT
C-139, 09/28/2022, 1900,   0.000, H, NRT
C-139 ANNEX, 09/28/2022, 0000,   0.012, H, NRT
C-139 ANNEX, 09/28/2022, 0100,   0.030, H, NRT
C-139 ANNEX, 09/28/2022, 0800,   0.001, H, NRT
C-139 ANNEX, 09/28/2022, 0900,   0.128, H, NRT
C-139 ANNEX, 09/28/2022, 1000,   0.008, H, NRT
C-139 ANNEX, 09/28/2022, 1100,   0.004, H, NRT
C-139 ANNEX, 09/28/2022, 1200,   0.008, H, NRT
C-139 ANNEX, 09/28/2022, 1300,   0.016, H, NRT
C-139 ANNEX, 09/28/2022, 1700,   0.000, H, NRT
C-139 ANNEX, 09/28/2022, 1800,   0.007, H, NRT
C-139 ANNEX, 09/28/2022, 1900,   0.001, H, NRT
C-14 EAST, 09/28/2022, 0000,   0.143, H, NRT
C-14 EAST, 09/28/2022, 0100,   0.020, H, NRT
C-14 EAST, 09/28/2022, 0200,   0.172, H, NRT
C-14 EAST, 09/28/2022, 0300,   0.045, H, NRT
C-14 EAST, 09/28/2022, 0400,   0.221, H, NRT
C-14 EAST, 09/28/2022, 0500,   0.020, H, NRT
C-14 EAST, 09/28/2022, 0600,   0.095, H, NRT
C-14 EAST, 09/28/2022, 1000,   0.008, H, NRT
C-14 EAST, 09/28/2022, 1300,   0.004, H, NRT
C-14 EAST, 09/28/2022, 1400,   0.007, H, NRT
C-14 EAST, 09/28/2022, 1500,   0.004, H, NRT
C-14 EAST, 09/30/2022, 2000,   0.007, H, NRT
C-14 EAST, 09/30/2022, 2100,   0.004, H, NRT
C-14 EAST, 10/01/2022, 2300,   0.295, H, NRT
C-14 EAST, 10/02/2022, 0000,   0.173, H, NRT
C-14 EAST, 10/02/2022, 0100,   0.070, H, NRT
C-14 EAST, 10/02/2022, 0200,   0.068, H, NRT
C-14 EAST, 10/02/2022, 0300,   0.087, H, NRT
C-14 EAST, 10/02/2022, 0400,   0.019, H, NRT
C-14 EAST, 10/02/2022, 0500,   0.024, H, NRT
C-14 WEST, 09/28/2022, 0000,   0.037, H, NRT
C-14 WEST, 09/28/2022, 0100,   0.017, H, NRT
C-14 WEST, 09/28/2022, 0200,   0.248, H, NRT
C-14 WEST, 09/28/2022, 0300,   0.151, H, NRT
C-14 WEST, 09/28/2022, 0400,   0.261, H, NRT
C-14 WEST, 09/28/2022, 0500,   0.009, H, NRT
C-14 WEST, 09/28/2022, 0600,   0.040, H, NRT
C-14 WEST, 09/28/2022, 0700,   0.002, H, NRT
C-14 WEST, 09/28/2022, 0800,   0.015, H, NRT
C-14 WEST, 09/28/2022, 0900,   0.004, H, NRT
C-14 WEST, 09/28/2022, 1000,   0.000, H, NRT
C-14 WEST, 09/28/2022, 1200,   0.022, H, NRT
C-14 WEST, 09/28/2022, 1300,   0.004, H, NRT
C-14 WEST, 09/28/2022, 1400,   0.000, H, NRT
C-14 WEST, 09/28/2022, 1500,   0.094, H, NRT
C-14 WEST, 09/28/2022, 1600,   0.008, H, NRT
C-14 WEST, 09/30/2022, 2000,   0.015, H, NRT
C-14 WEST, 09/30/2022, 2100,   0.011, H, NRT
C-14 WEST, 10/01/2022, 0400,   0.000, H, NRT
C-14 WEST, 10/01/2022, 0500,   0.001, H, NRT
C-14 WEST, 10/01/2022, 2300,   0.003, H, NRT
C-14 WEST, 10/02/2022, 0000,   0.025, H, NRT
C-14 WEST, 10/02/2022, 0100,   0.062, H, NRT
C-14 WEST, 10/02/2022, 0200,   0.005, H, NRT
C-14 WEST, 10/02/2022, 0300,   0.010, H, NRT
C-14 WEST, 10/02/2022, 0400,   0.002, H, NRT
C-14 WEST, 10/02/2022, 0500,   0.002, H, NRT
C-14 WEST, 10/02/2022, 0600,   0.000, H, NRT
C-15, 09/28/2022, 0000,   0.003, H, NRT
C-15, 09/28/2022, 0100,   0.012, H, NRT
C-15, 09/28/2022, 0300,   0.240, H, NRT
C-15, 09/28/2022, 0400,   0.753, H, NRT
C-15, 09/28/2022, 0500,   0.118, H, NRT
C-15, 09/28/2022, 0600,   0.317, H, NRT
C-15, 09/28/2022, 0700,   0.019, H, NRT
C-15, 09/28/2022, 0900,   0.056, H, NRT
C-15, 09/28/2022, 1000,   0.012, H, NRT
C-15, 09/28/2022, 1200,   0.001, H, NRT
C-15, 09/28/2022, 1300,   0.000, H, NRT
C-15, 09/28/2022, 1400,   0.001, H, NRT
C-15, 09/28/2022, 1500,   0.013, H, NRT
C-15, 09/28/2022, 1600,   0.046, H, NRT
C-15, 10/01/2022, 0400,   0.000, H, NRT
C-15, 10/01/2022, 2300,   0.029, H, NRT
C-15, 10/02/2022, 0000,   0.034, H, NRT
C-15, 10/02/2022, 0100,   0.000, H, NRT
C-15, 10/02/2022, 0200,   0.002, H, NRT
C-15, 10/02/2022, 0300,   0.002, H, NRT
C-15, 10/02/2022, 0400,   0.000, H, NRT
C-15, 10/02/2022, 0500,   0.001, H, NRT
C-15, 10/02/2022, 0600,   0.002, H, NRT
C-16, 09/28/2022, 0000,   0.001, H, NRT
C-16, 09/28/2022, 0100,   0.008, H, NRT
C-16, 09/28/2022, 0300,   0.117, H, NRT
C-16, 09/28/2022, 0400,   0.706, H, NRT
C-16, 09/28/2022, 0500,   0.232, H, NRT
C-16, 09/28/2022, 0600,   0.376, H, NRT
C-16, 09/28/2022, 0700,   0.013, H, NRT
C-16, 09/28/2022, 0800,   0.001, H, NRT
C-16, 09/28/2022, 0900,   0.036, H, NRT
C-16, 09/28/2022, 1000,   0.006, H, NRT
C-16, 09/28/2022, 1100,   0.000, H, NRT
C-16, 09/28/2022, 1200,   0.000, H, NRT
C-16, 09/28/2022, 1400,   0.001, H, NRT
C-16, 09/28/2022, 1500,   0.029, H, NRT
C-16, 09/28/2022, 1600,   0.035, H, NRT
C-16, 10/02/2022, 0000,   0.000, H, NRT
C-16, 10/02/2022, 0100,   0.026, H, NRT
C-16, 10/02/2022, 0200,   0.003, H, NRT
C-16, 10/02/2022, 0300,   0.002, H, NRT
C-17, 09/28/2022, 0100,   0.025, H, NRT
C-17, 09/28/2022, 0200,   0.207, H, NRT
C-17, 09/28/2022, 0300,   0.014, H, NRT
C-17, 09/28/2022, 0400,   0.058, H, NRT
C-17, 09/28/2022, 0500,   0.423, H, NRT
C-17, 09/28/2022, 0600,   0.219, H, NRT
C-17, 09/28/2022, 0700,   0.105, H, NRT
C-17, 09/28/2022, 0800,   0.023, H, NRT
C-17, 09/28/2022, 0900,   0.004, H, NRT
C-17, 09/28/2022, 1000,   0.071, H, NRT
C-17, 09/28/2022, 1100,   0.001, H, NRT
C-17, 09/28/2022, 1600,   0.082, H, NRT
C-17, 10/02/2022, 0100,   0.000, H, NRT
C-18/CORBETT, 09/28/2022, 0000,   0.011, H, NRT
C-18/CORBETT, 09/28/2022, 0100,   0.038, H, NRT
C-18/CORBETT, 09/28/2022, 0200,   0.067, H, NRT
C-18/CORBETT, 09/28/2022, 0300,   0.181, H, NRT
C-18/CORBETT, 09/28/2022, 0400,   0.106, H, NRT
C-18/CORBETT, 09/28/2022, 0500,   0.734, H, NRT
C-18/CORBETT, 09/28/2022, 0600,   0.428, H, NRT
C-18/CORBETT, 09/28/2022, 0700,   0.034, H, NRT
C-18/CORBETT, 09/28/2022, 0800,   0.001, H, NRT
C-18/CORBETT, 09/28/2022, 0900,   0.073, H, NRT
C-18/CORBETT, 09/28/2022, 1000,   0.026, H, NRT
C-18/CORBETT, 09/28/2022, 1100,   0.000, H, NRT
C-18/CORBETT, 09/28/2022, 1200,   0.013, H, NRT
C-18/CORBETT, 09/28/2022, 1300,   0.036, H, NRT
C-18/CORBETT, 09/28/2022, 1400,   0.001, H, NRT
C-18/CORBETT, 09/28/2022, 1500,   0.002, H, NRT
C-18/CORBETT, 09/28/2022, 1600,   0.012, H, NRT
C-2, 09/28/2022, 0000,   0.180, H, NRT
C-2, 09/28/2022, 0100,   0.165, H, NRT
C-2, 09/28/2022, 0200,   0.002, H, NRT
C-2, 09/28/2022, 0300,   0.000, H, NRT
C-2, 09/28/2022, 0500,   0.007, H, NRT
C-2, 09/28/2022, 0600,   0.000, H, NRT
C-2, 09/28/2022, 1000,   0.000, H, NRT
C-2, 09/28/2022, 1100,   0.008, H, NRT
C-2, 09/28/2022, 1200,   0.011, H, NRT
C-2, 09/28/2022, 1400,   0.000, H, NRT
C-2, 09/28/2022, 1500,   0.034, H, NRT
C-2, 09/28/2022, 1600,   0.001, H, NRT
C-2, 09/28/2022, 1800,   0.000, H, NRT
C-2, 09/28/2022, 2300,   0.000, H, NRT
C-2, 10/01/2022, 1300,   0.002, H, NRT
C-2, 10/01/2022, 1400,   0.001, H, NRT
C-2, 10/01/2022, 2300,   0.000, H, NRT
C-23, 09/28/2022, 0000,   0.097, H, NRT
C-23, 09/28/2022, 0100,   0.068, H, NRT
C-23, 09/28/2022, 0200,   0.376, H, NRT
C-23, 09/28/2022, 0300,   0.083, H, NRT
C-23, 09/28/2022, 0400,   0.284, H, NRT
C-23, 09/28/2022, 0500,   0.438, H, NRT
C-23, 09/28/2022, 0600,   0.288, H, NRT
C-23, 09/28/2022, 0700,   0.061, H, NRT
C-23, 09/28/2022, 0800,   0.011, H, NRT
C-23, 09/28/2022, 0900,   0.006, H, NRT
C-23, 09/28/2022, 1000,   0.011, H, NRT
C-23, 09/28/2022, 1100,   0.004, H, NRT
C-23, 09/28/2022, 1200,   0.223, H, NRT
C-23, 09/28/2022, 1300,   0.034, H, NRT
C-23, 09/28/2022, 1400,   0.000, H, NRT
C-23, 09/28/2022, 1500,   0.000, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0000,   0.014, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0100,   0.060, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0200,   0.079, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0300,   0.817, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0400,   0.081, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0500,   0.358, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0600,   1.367, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0700,   0.300, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0800,   0.022, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 0900,   0.010, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 1000,   0.037, H, NRT
C-23 CONVEYANCE CANAL, 09/28/2022, 1300,   0.037, H, NRT
C-24, 09/28/2022, 0000,   0.119, H, NRT
C-24, 09/28/2022, 0100,   0.118, H, NRT
C-24, 09/28/2022, 0200,   0.426, H, NRT
C-24, 09/28/2022, 0300,   0.390, H, NRT
C-24, 09/28/2022, 0400,   0.265, H, NRT
C-24, 09/28/2022, 0500,   0.164, H, NRT
C-24, 09/28/2022, 0600,   0.652, H, NRT
C-24, 09/28/2022, 0700,   0.102, H, NRT
C-24, 09/28/2022, 0800,   0.012, H, NRT
C-24, 09/28/2022, 0900,   0.001, H, NRT
C-24, 09/28/2022, 1000,   0.008, H, NRT
C-24, 09/28/2022, 1100,   0.001, H, NRT
C-24, 09/28/2022, 1200,   0.194, H, NRT
C-24, 09/28/2022, 1300,   0.157, H, NRT
C-24, 09/28/2022, 1400,   0.002, H, NRT
C-24, 09/28/2022, 2100,   0.000, H, NRT
C-25, 09/28/2022, 0000,   0.144, H, NRT
C-25, 09/28/2022, 0100,   0.180, H, NRT
C-25, 09/28/2022, 0200,   0.228, H, NRT
C-25, 09/28/2022, 0300,   0.359, H, NRT
C-25, 09/28/2022, 0400,   0.418, H, NRT
C-25, 09/28/2022, 0500,   0.128, H, NRT
C-25, 09/28/2022, 0600,   0.809, H, NRT
C-25, 09/28/2022, 0700,   0.212, H, NRT
C-25, 09/28/2022, 0800,   0.020, H, NRT
C-25, 09/28/2022, 0900,   0.006, H, NRT
C-25, 09/28/2022, 1000,   0.003, H, NRT
C-25, 09/28/2022, 1100,   0.001, H, NRT
C-25, 09/28/2022, 1200,   0.144, H, NRT
C-25, 09/28/2022, 1300,   0.168, H, NRT
C-25, 09/28/2022, 1400,   0.015, H, NRT
C-25, 09/28/2022, 1500,   0.000, H, NRT
C-25, 09/28/2022, 2100,   0.003, H, NRT
C-25, 09/28/2022, 2200,   0.003, H, NRT
C-25, 09/28/2022, 2300,   0.001, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0000,   0.054, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0100,   0.053, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0200,   0.084, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0300,   0.282, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0400,   0.206, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0500,   0.021, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0600,   0.753, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0700,   0.259, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0800,   0.054, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 0900,   0.010, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 1000,   0.026, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 1300,   0.005, H, NRT
C-25 CONVEYANCE CANAL, 09/28/2022, 1400,   0.037, H, NRT
C-3, 09/28/2022, 0000,   0.007, H, NRT
C-3, 09/28/2022, 0100,   0.016, H, NRT
C-3, 09/28/2022, 0200,   0.001, H, NRT
C-3, 09/28/2022, 0300,   0.058, H, NRT
C-3, 09/28/2022, 0500,   0.000, H, NRT
C-3, 09/28/2022, 0600,   0.006, H, NRT
C-3, 09/28/2022, 0800,   0.008, H, NRT
C-3, 09/28/2022, 1200,   0.006, H, NRT
C-3, 09/28/2022, 1500,   0.037, H, NRT
C-3, 09/28/2022, 1600,   0.007, H, NRT
C-3, 10/01/2022, 1300,   0.000, H, NRT
C-3, 10/01/2022, 2100,   0.002, H, NRT
C-3 WEST, 09/28/2022, 0000,   0.072, H, NRT
C-3 WEST, 09/28/2022, 0100,   0.068, H, NRT
C-3 WEST, 09/28/2022, 0300,   0.062, H, NRT
C-3 WEST, 09/28/2022, 0500,   0.002, H, NRT
C-3 WEST, 09/28/2022, 0800,   0.002, H, NRT
C-3 WEST, 09/28/2022, 1200,   0.051, H, NRT
C-3 WEST, 09/28/2022, 1500,   0.021, H, NRT
C-3 WEST, 09/28/2022, 1600,   0.000, H, NRT
C-3 WEST, 10/01/2022, 1300,   0.001, H, NRT
C-4, 09/28/2022, 0000,   0.105, H, NRT
C-4, 09/28/2022, 0100,   0.316, H, NRT
C-4, 09/28/2022, 0200,   0.033, H, NRT
C-4, 09/28/2022, 0300,   0.002, H, NRT
C-4, 09/28/2022, 0500,   0.008, H, NRT
C-4, 09/28/2022, 0600,   0.001, H, NRT
C-4, 09/28/2022, 0800,   0.002, H, NRT
C-4, 09/28/2022, 1000,   0.001, H, NRT
C-4, 09/28/2022, 1100,   0.008, H, NRT
C-4, 09/28/2022, 1200,   0.078, H, NRT
C-4, 09/28/2022, 1300,   0.001, H, NRT
C-4, 09/28/2022, 1400,   0.004, H, NRT
C-4, 09/28/2022, 1500,   0.084, H, NRT
C-4, 09/28/2022, 1800,   0.000, H, NRT
C-4, 09/28/2022, 2300,   0.001, H, NRT
C-4, 09/29/2022, 2100,   0.000, H, NRT
C-4, 09/29/2022, 2200,   0.001, H, NRT
C-4, 09/30/2022, 2100,   0.003, H, NRT
C-4, 09/30/2022, 2200,   0.004, H, NRT
C-4, 09/30/2022, 2300,   0.000, H, NRT
C-4, 10/01/2022, 0000,   0.000, H, NRT
C-4, 10/01/2022, 0100,   0.000, H, NRT
C-4, 10/01/2022, 0200,   0.000, H, NRT
C-4, 10/01/2022, 0300,   0.000, H, NRT
C-4, 10/01/2022, 0400,   0.000, H, NRT
C-4, 10/01/2022, 0500,   0.002, H, NRT
C-4, 10/01/2022, 1300,   0.000, H, NRT
C-4, 10/01/2022, 1400,   0.000, H, NRT
C-4, 10/01/2022, 1600,   0.004, H, NRT
C-4, 10/01/2022, 1700,   0.000, H, NRT
C-4, 10/01/2022, 2100,   0.000, H, NRT
C-4, 10/02/2022, 0500,   0.001, H, NRT
C-4, 10/02/2022, 0600,   0.002, H, NRT
C-40, 09/28/2022, 0000,   0.042, H, NRT
C-40, 09/28/2022, 0100,   0.116, H, NRT
C-40, 09/28/2022, 0200,   0.428, H, NRT
C-40, 09/28/2022, 0300,   0.258, H, NRT
C-40, 09/28/2022, 0400,   0.504, H, NRT
C-40, 09/28/2022, 0500,   0.026, H, NRT
C-40, 09/28/2022, 0600,   0.001, H, NRT
C-40, 09/28/2022, 0700,   0.006, H, NRT
C-40, 09/28/2022, 1000,   0.106, H, NRT
C-40, 09/28/2022, 1100,   0.018, H, NRT
C-40, 09/28/2022, 1200,   0.000, H, NRT
C-41AN, 09/28/2022, 0000,   0.039, H, NRT
C-41AN, 09/28/2022, 0100,   0.087, H, NRT
C-41AN, 09/28/2022, 0200,   0.309, H, NRT
C-41AN, 09/28/2022, 0300,   0.124, H, NRT
C-41AN, 09/28/2022, 0400,   0.424, H, NRT
C-41AN, 09/28/2022, 0500,   0.065, H, NRT
C-41AN, 09/28/2022, 0600,   0.000, H, NRT
C-41AN, 09/28/2022, 0700,   0.081, H, NRT
C-41AN, 09/28/2022, 0800,   0.001, H, NRT
C-41AN, 09/28/2022, 0900,   0.001, H, NRT
C-41AN, 09/28/2022, 1000,   0.122, H, NRT
C-41AN, 09/28/2022, 1100,   0.088, H, NRT
C-41AN, 09/28/2022, 1200,   0.000, H, NRT
C-41AN, 09/28/2022, 1400,   0.000, H, NRT
C-41AN, 09/28/2022, 1500,   0.001, H, NRT
C-41AN, 09/28/2022, 1700,   0.003, H, NRT
C-41AN, 09/28/2022, 1800,   0.001, H, NRT
C-41AN, 09/29/2022, 0800,   0.011, H, NRT
C-41AN, 09/29/2022, 0900,   0.000, H, NRT
C-41AS, 09/28/2022, 0000,   0.044, H, NRT
C-41AS, 09/28/2022, 0100,   0.087, H, NRT
C-41AS, 09/28/2022, 0200,   0.322, H, NRT
C-41AS, 09/28/2022, 0300,   0.131, H, NRT
C-41AS, 09/28/2022, 0400,   0.423, H, NRT
C-41AS, 09/28/2022, 0500,   0.022, H, NRT
C-41AS, 09/28/2022, 0600,   0.004, H, NRT
C-41AS, 09/28/2022, 0700,   0.047, H, NRT
C-41AS, 09/28/2022, 0800,   0.000, H, NRT
C-41AS, 09/28/2022, 1000,   0.086, H, NRT
C-41AS, 09/28/2022, 1100,   0.047, H, NRT
C-41AS, 09/28/2022, 1200,   0.002, H, NRT
C-41N, 09/28/2022, 0000,   0.029, H, NRT
C-41N, 09/28/2022, 0100,   0.093, H, NRT
C-41N, 09/28/2022, 0200,   0.497, H, NRT
C-41N, 09/28/2022, 0300,   0.371, H, NRT
C-41N, 09/28/2022, 0400,   0.210, H, NRT
C-41N, 09/28/2022, 0500,   0.004, H, NRT
C-41N, 09/28/2022, 0600,   0.003, H, NRT
C-41N, 09/28/2022, 0700,   0.003, H, NRT
C-41N, 09/28/2022, 0800,   0.003, H, NRT
C-41N, 09/28/2022, 0900,   0.006, H, NRT
C-41N, 09/28/2022, 1000,   0.371, H, NRT
C-41N, 09/28/2022, 1100,   0.039, H, NRT
C-41N, 09/28/2022, 1200,   0.001, H, NRT
C-41N, 09/28/2022, 1400,   0.000, H, NRT
C-41N, 09/28/2022, 1500,   0.002, H, NRT
C-41N, 09/28/2022, 1600,   0.000, H, NRT
C-41N, 09/28/2022, 1700,   0.018, H, NRT
C-41N, 09/28/2022, 1800,   0.000, H, NRT
C-41N, 09/29/2022, 0800,   0.000, H, NRT
C-41S, 09/28/2022, 0000,   0.034, H, NRT
C-41S, 09/28/2022, 0100,   0.168, H, NRT
C-41S, 09/28/2022, 0200,   0.617, H, NRT
C-41S, 09/28/2022, 0300,   0.293, H, NRT
C-41S, 09/28/2022, 0400,   0.204, H, NRT
C-41S, 09/28/2022, 0600,   0.002, H, NRT
C-41S, 09/28/2022, 0700,   0.000, H, NRT
C-41S, 09/28/2022, 0800,   0.000, H, NRT
C-41S, 09/28/2022, 0900,   0.002, H, NRT
C-41S, 09/28/2022, 1000,   0.285, H, NRT
C-41S, 09/28/2022, 1100,   0.005, H, NRT
C-44, 09/28/2022, 0000,   0.053, H, NRT
C-44, 09/28/2022, 0100,   0.125, H, NRT
C-44, 09/28/2022, 0200,   0.111, H, NRT
C-44, 09/28/2022, 0300,   0.126, H, NRT
C-44, 09/28/2022, 0400,   0.170, H, NRT
C-44, 09/28/2022, 0500,   0.505, H, NRT
C-44, 09/28/2022, 0600,   0.181, H, NRT
C-44, 09/28/2022, 0700,   0.047, H, NRT
C-44, 09/28/2022, 0800,   0.003, H, NRT
C-44, 09/28/2022, 0900,   0.035, H, NRT
C-44, 09/28/2022, 1000,   0.004, H, NRT
C-44, 09/28/2022, 1100,   0.003, H, NRT
C-44, 09/28/2022, 1200,   0.106, H, NRT
C-44, 09/28/2022, 1300,   0.007, H, NRT
C-44, 09/28/2022, 1400,   0.002, H, NRT
C-44, 09/28/2022, 1500,   0.000, H, NRT
C-5, 09/28/2022, 0100,   0.039, H, NRT
C-5, 09/28/2022, 0200,   0.096, H, NRT
C-5, 09/28/2022, 0300,   0.016, H, NRT
C-5, 09/28/2022, 0600,   0.017, H, NRT
C-5, 09/28/2022, 0800,   0.002, H, NRT
C-5, 09/28/2022, 1200,   0.004, H, NRT
C-5, 09/28/2022, 1500,   0.016, H, NRT
C-5, 10/01/2022, 2100,   0.006, H, NRT
C-51 EAST, 09/28/2022, 0000,   0.001, H, NRT
C-51 EAST, 09/28/2022, 0100,   0.015, H, NRT
C-51 EAST, 09/28/2022, 0200,   0.003, H, NRT
